"name","affinity","role","tier","n_ctx","tot_matches","wd_pooled","wd_sd","wd_range","noise_sd","excess_sd"
"Caged Banshee","mist","support",5,54,2190,0.0520532420091324,0.0697103056785715,0.3056,0.0761285036290002,-0.00641819795042867
"Torrent Heron","rain","mage",3,54,2598,-0.0246328714395689,0.0663177500915492,0.2628,0.0731023900909586,-0.00678463999940938
"Coppercrest Stork","thunder","support",4,54,2670,-0.100561498127341,0.0658374233651243,0.2791,0.0730373801024091,-0.00719995673728478
"Hierarch","clear","support",8,54,2394,-0.00834912280701755,0.0686165207410892,0.2515,0.0759274493910861,-0.00731092864999693
"Snowpelt Cub","snow","tank",1,54,1980,0.0474691414141414,0.0766491195484049,0.292,0.0839994702645655,-0.00735035071616066
"Thunder Bull","thunder","support",7,54,2166,-0.00115941828254848,0.0634637074396735,0.3522,0.0713387806672358,-0.00787507322756227
"Spectral Heron","mist","marksman",9,54,2310,0.0142784415584416,0.0471871326946611,0.266,0.0550942424393219,-0.00790710974466084
"Steam Engineer","clear","mage",4,54,2490,-0.127306144578313,0.0649544004896285,0.2045,0.0729593510999821,-0.00800495061035357
"Inquisitor","clear","tank",6,54,2472,-0.0139499595469256,0.0662653163585742,0.2864,0.0744290235049525,-0.00816370714637828
"Lostlight Wisp","mist","support",1,54,2718,0.0607069168506255,0.0624243481215227,0.2545,0.0707958291828304,-0.00837148106130768
"Riven Frost-Wyrm","snow","spellblade",9,54,2154,0.0199663881151346,0.0721334398276187,0.3067,0.0805478821662993,-0.00841444233868063
"Picket","clear","swashbuckler",1,54,1878,-0.00718620873269436,0.0737352332928925,0.2857,0.0829538242507574,-0.00921859095786492
"Hoarfrost Owl","snow","support",4,54,2220,-0.077928018018018,0.0717822000988177,0.2826,0.0811058420008591,-0.00932364190204145
"Phantom Lynx","mist","swashbuckler",3,54,2346,0.0373007246376812,0.0668121119800354,0.2887,0.0761868285770585,-0.00937471659702314
"Permafrost Walrus","snow","mage",3,54,2202,-0.0122662125340599,0.0666546078769641,0.2466,0.076652062860389,-0.00999745498342489
"Nightglass Mantis","cloudy","assassin",8,54,2166,0.00299935364727609,0.0591743707900669,0.2696,0.0691729378053578,-0.00999856701529086
"Hollow Elk","mist","tank",4,54,2016,-0.0148816468253968,0.0722979449755302,0.3162,0.0823609704353417,-0.0100630254598115
"Hollowed Wisp","mist","assassin",3,54,2202,-0.0179396457765668,0.0671926384212102,0.2725,0.0773183373827946,-0.0101256989615843
"Riflemaster","clear","marksman",6,54,2334,0.0113624678663239,0.0645747108947469,0.2651,0.0747260951106921,-0.0101513842159452
"Granite Gorilla","cloudy","tank",6,54,2532,-0.0426528436018957,0.0616981484993581,0.2491,0.0720094606096634,-0.0103113121103053
"Phantom Lynx","mist","swashbuckler",3,54,2292,-0.0026184554973822,0.0644598285598368,0.2718,0.0748073253623881,-0.0103474968025513
"Thunderhoof Colt","thunder","spellblade",2,54,2544,0.00884308176100629,0.0579241844751096,0.2587,0.0685466751121504,-0.0106224906370408
"Grovekeeper Tapir","rain","tank",4,54,2958,-0.00253921568627451,0.0573241906174526,0.2201,0.0684383653801281,-0.0111141747626755
"Cold-Iron Yeti","snow","bruiser",4,54,2454,-0.00754502852485738,0.0643284423727508,0.293,0.075506144402183,-0.0111777020294322
"Frost Sovereign","snow","spellblade",10,54,2274,-0.0474846965699208,0.0498799653603032,0.2071,0.0611818823294967,-0.0113019169691935
"Company Guard","clear","tank",4,54,2820,0.0148931205673759,0.0566098287538362,0.234,0.0680079567992401,-0.011398128045404
"Veil Lord","mist","spellblade",10,54,2760,0.00634583333333333,0.0584807314113547,0.2592,0.0699373951675829,-0.0114566637562282
"Hollow Elk","mist","tank",4,54,2808,0.0185127492877493,0.0562882987806605,0.2627,0.06820000973909,-0.0119117109584296
"Frostquill Porcupine","snow","marksman",9,54,2304,0.0114948784722222,0.0445669248405381,0.2087,0.0566022239876774,-0.0120352991471392
"Arcanist","clear","mage",9,54,2268,0.0820119047619048,0.0656694347124655,0.2744,0.0777379356440526,-0.0120685009315871
"Reedbank Otter","rain","swashbuckler",2,54,2328,-0.00343612542955326,0.0641823697431531,0.285,0.0762605892415957,-0.0120782194984427
"Boulderhide Skink","cloudy","mage",3,54,2154,0.0222820334261838,0.0676511746883925,0.3275,0.07978919288298,-0.0121380181945875
"Drowned Siren","rain","mage",4,54,1944,-0.0835913065843621,0.0728333363811949,0.2858,0.0854180156871727,-0.0125846793059778
"Borealis, the Pale Aurora","snow","mage",10,54,2412,-3.89718076285296e-06,0.0406398420183077,0.1624,0.0533760683930641,-0.0127362263747564
"Battlemage","clear","spellslinger",5,54,3198,-0.108809443402126,0.0537008752338213,0.2354,0.0664634718626733,-0.012762596628852
"Veilfang Wolf","mist","swashbuckler",8,54,3006,0.0781671324018629,0.055024636388389,0.2366,0.0678667776860826,-0.0128421412976936
"Lostlight Wisp","mist","support",1,54,2544,0.0446123034591195,0.0600796185083001,0.2397,0.0730007198099056,-0.0129211013016054
"Dusk Bat","cloudy","support",2,54,2238,0.0297118409294012,0.0643825853048332,0.2428,0.0775196408102254,-0.0131370555053922
"Gunslinger","clear","marksman",5,54,2514,0.0143204852824185,0.0607041632801388,0.2679,0.0738615329608657,-0.0131573696807269
"Standard Bearer","clear","support",3,54,2250,-0.0217775111111111,0.0652656738162897,0.2326,0.0786926675316578,-0.0134269937153681
"Goldcrest Lark","clear","mage",4,54,2526,0.0172249406175772,0.0597426099967561,0.2506,0.0732587354835868,-0.0135161254868307
"Powder Sapper","clear","support",2,54,2982,-0.0015047619047619,0.0534803547187066,0.2789,0.0670022619967388,-0.0135219072780322
"Crossbow Levy","clear","marksman",2,54,2586,-0.000576063418406806,0.0589365331308255,0.2724,0.0724933741477922,-0.0135568410169667
"Riflemaster","clear","marksman",6,54,2196,0.0341587887067395,0.0660014433812266,0.2819,0.0796632853300622,-0.0136618419488355
"Geode Beetle","cloudy","support",4,54,2424,-0.0181492574257426,0.0610766547481455,0.202,0.0748149111447158,-0.0137382563965703
"Will-o-Fawn","mist","mage",2,54,2142,-0.0312880018674136,0.0666098605376416,0.3005,0.0803655750418186,-0.0137557145041769
"Marshghast Boar","mist","bruiser",7,54,2694,-0.0881542316258352,0.0560466010986749,0.2651,0.0698316143636102,-0.0137850132649353
"Goldcrest Lark","clear","mage",4,54,2214,-0.0709214995483288,0.0657145241832245,0.2417,0.079672548378898,-0.0139580241956735
"Glade Heron","rain","marksman",8,54,2370,-0.0221569620253165,0.0613888593712714,0.2369,0.0754347626588585,-0.0140459032875871
"Signal Drummer","clear","support",1,54,2694,-0.0534510022271715,0.0568096319362547,0.2139,0.0709292492732086,-0.0141196173369539
"Umbra, the Mountain's Shadow","cloudy","marksman",10,54,2148,0.0505110800744879,0.0649496936695777,0.2623,0.079089054207199,-0.0141393605376212
"Glacierback Mammoth","snow","bruiser",7,54,2508,0.0259204146730462,0.0613151215337267,0.2299,0.0754591654319013,-0.0141440438981747
"Goldhide Rhino","clear","tank",7,54,2652,-0.00716504524886878,0.0572392385826351,0.2626,0.0714273831827375,-0.0141881446001024
"Umbra, the Mountain's Shadow","cloudy","marksman",10,54,2064,0.0872104166666667,0.0678190736232309,0.2887,0.0820115894586037,-0.0141925158353729
"Quarry Crawler","cloudy","support",3,54,2412,0.0443590381426202,0.060763060457453,0.25,0.0751434943003674,-0.0143804338429144
"Sergeant-at-Arms","clear","bruiser",3,54,2928,0.0256200136612022,0.0536190369428378,0.2193,0.0682128487018179,-0.01459381175898
"Levyman","clear","tank",1,54,2394,-0.00313049289891395,0.0592420917599801,0.2916,0.0739396139377633,-0.0146975221777832
"Marsh Thrush","rain","support",6,54,1932,0.0341624741200828,0.0640822942756767,0.3373,0.0788565449051172,-0.0147742506294405
"Wintermoth","snow","support",2,54,2310,0.00779419913419913,0.0629068056740778,0.2547,0.0776887570630454,-0.0147819513889676
"Iron Maiden","clear","tank",7,54,2448,0.0124555964052288,0.0607359221542085,0.2146,0.0757079847153668,-0.0149720625611582
"Iron Maiden","clear","tank",7,54,2508,-0.0657966507177034,0.055154764752528,0.25,0.0702314155592577,-0.0150766508067296
"Archmagus Imperator","clear","mage",9,54,2334,-0.00728397600685518,0.0621733369063159,0.2736,0.0773848813917867,-0.0152115444854708
"Quarried Behemoth","cloudy","bruiser",9,54,2184,-0.0787567765567766,0.055560427782703,0.2334,0.0709114652181796,-0.0153510374354765
"Lord Commander","clear","tank",7,54,2340,0.0179583333333333,0.0565098685410024,0.2637,0.0720547525090508,-0.0155448839680484
"Dredge-Hulk","rain","bruiser",7,54,2556,-0.0954580203442879,0.0561690508318845,0.3158,0.0717466438537315,-0.0155775930218469
"Storm Tyrant","thunder","spellblade",10,54,2136,-0.0515006086142322,0.0437374520754132,0.1682,0.0593668433373364,-0.0156293912619232
"Aerion, the Skybreaker","thunder","spellblade",10,54,2016,-0.0843181547619048,0.0528463962348219,0.2041,0.0687181072758403,-0.0158717110410185
"Nerei, the Floodmother","rain","mage",10,54,2442,0.0634775184275184,0.0586511047356867,0.2398,0.0747017962030453,-0.0160506914673586
"Reaver of the Reach","cloudy","spellslinger",7,54,2490,-0.0427755421686747,0.054065783820525,0.2445,0.0701809911298426,-0.0161152073093176
"Sparkfly","thunder","support",1,54,2634,0.00493382687927107,0.0565677633567603,0.2532,0.072785932398792,-0.0162181690420317
"Frostplate Tortoise","snow","tank",5,54,2760,-0.0199241304347826,0.0540888205147666,0.2064,0.0703494491670054,-0.0162606286522388
"Riptide Caiman","rain","assassin",9,54,2328,0.0163178264604811,0.060141225797823,0.2621,0.076404976112188,-0.016263750314365
"Aegis Tortoise","clear","tank",5,54,2124,0.0148399246704331,0.0625381037685813,0.2289,0.0788192548004897,-0.0162811510319084
"Sundered Lord","mist","spellblade",9,54,2442,0.0333684684684685,0.0588648674996057,0.3042,0.0751925544610931,-0.0163276869614874
"Stone Warden","cloudy","tank",10,54,2712,-0.12591814159292,0.0460263180109344,0.2222,0.0623819957432255,-0.0163556777322911
"Sergeant-at-Arms","clear","bruiser",3,54,2160,-0.0400376851851852,0.0636705132361342,0.2538,0.0800756186857024,-0.0164051054495681
"Storm Tyrant","thunder","spellblade",10,54,2256,0.019284219858156,0.0617501472211863,0.3329,0.078218572826934,-0.0164684256057477
"Wintermoth","snow","support",2,54,2526,0.00573863816310372,0.0554600927508386,0.2168,0.0720820048601754,-0.0166219121093368
"Blight Lurker","rain","bruiser",3,54,2598,0.00962513471901463,0.0567594762843751,0.2216,0.0733835072502419,-0.0166240309658668
"Thunderhide Bison","thunder","bruiser",5,54,2142,-0.0252053221288515,0.0643668178172106,0.3285,0.0811065989498854,-0.0167397811326748
"Voltmane Jackal","thunder","spellslinger",7,54,2316,-0.017055829015544,0.0608212657653891,0.2857,0.0777375315124604,-0.0169162657470712
"Mirewarden Toad","rain","tank",7,54,2340,-0.118801965811966,0.0592334309876014,0.2808,0.0761577767301486,-0.0169243457425472
"Thunder Bull","thunder","support",7,54,2820,0.0315651063829787,0.0537955863308192,0.1998,0.0707264644529228,-0.0169308781221035
"Frostfang Wolverine","snow","swashbuckler",8,54,2010,-0.0492476616915423,0.0599859922869641,0.289,0.0769193424285304,-0.0169333501415663
"Pebbleback Pangolin","cloudy","tank",1,54,2490,-0.00583180722891566,0.0556737590443785,0.3096,0.072731405253923,-0.0170576462095445
"Boulderhide Skink","cloudy","mage",3,54,2268,0.033294708994709,0.061190820298147,0.2564,0.0783664472584195,-0.0171756269602726
"Thunderhoof Colt","thunder","spellblade",2,54,2112,0.0170549715909091,0.0627133983701391,0.2651,0.0800193480040673,-0.0173059496339281
"Iceclaw Lynx","snow","swashbuckler",6,54,2292,0.0460252617801047,0.0605292319992158,0.2515,0.0778597757129685,-0.0173305437137527
"Archmagus Imperator","clear","mage",9,54,2352,-0.0382620323129252,0.0451998310580076,0.2089,0.0626658771610789,-0.0174660461030713
"Cold-Iron Yeti","snow","bruiser",4,54,2388,0.0255492881072027,0.0575303984492057,0.2476,0.0750431188041755,-0.0175127203549698
"Avalanche Engine","snow","mage",5,54,2070,0.00627724637681159,0.0621880792990933,0.2458,0.0797879932089585,-0.0175999139098653
"Iron-Collared Hound","snow","swashbuckler",3,54,2562,0.0158034348165496,0.0556990951430587,0.217,0.0737120676672273,-0.0180129725241685
"Riven Frost-Wyrm","snow","spellblade",9,54,2610,-0.0308388122605364,0.0385838921700202,0.1925,0.0565972593660194,-0.0180133671959992
"Quarry Crawler","cloudy","support",3,54,1992,-0.00426862449799197,0.0635446895088383,0.24,0.0816821386583771,-0.0181374491495388
"Geode Beetle","cloudy","support",4,54,3252,0.0141415436654367,0.0452167623318176,0.1806,0.0636683562405794,-0.0184515939087618
"Storm Eagle","thunder","spellslinger",9,54,2460,0.0180902032520325,0.056899281768862,0.2691,0.0753812499879871,-0.0184819682191251
"Steam Engineer","clear","mage",4,54,2640,-0.0462088636363636,0.0519227141739868,0.1871,0.0704425085878405,-0.0185197944138537
"Sunspear Falcon","clear","marksman",9,54,2952,-0.0201548780487805,0.036544792140238,0.1808,0.0550772881519477,-0.0185324960117096
"Thunderclap Gorilla","thunder","bruiser",8,54,2478,-0.00363563357546408,0.0551365723233565,0.2595,0.0736930245459895,-0.0185564522226331
"Goldcrest Lark","clear","mage",4,54,2532,0.0254787519747235,0.0536195082542264,0.2318,0.0723774693550095,-0.0187579611007831
"Veil Lord","mist","spellblade",10,54,3060,-0.0687886928104575,0.0357763548305011,0.1453,0.054678745557408,-0.0189023907269068
"Duskstep Marten","cloudy","swashbuckler",5,54,2406,0.0496712385702411,0.0544072384283129,0.2554,0.0736076013179514,-0.0192003628896385
"Will-o-Fawn","mist","mage",2,54,2634,-0.040805960516325,0.0503082497315082,0.226,0.0695261832246962,-0.019217933493188
"Fogveil Moth","mist","support",5,54,2226,0.0323451033243486,0.0607322032973636,0.2713,0.0800195778240267,-0.019287374526663
"Stormhawk","thunder","spellslinger",4,54,2514,-0.0266557279236277,0.0527719214839045,0.1909,0.0726879813239341,-0.0199160598400296
"Brineblight Berserker","rain","bruiser",5,54,2646,0.0141737339380197,0.0538477300256459,0.2168,0.0737785681797176,-0.0199308381540717
"Geode Beetle","cloudy","support",4,54,2022,-0.0684941147378833,0.0632234229278113,0.2162,0.0832540198039133,-0.0200305968761021
"Lostlight Wisp","mist","support",1,54,2376,0.0982680555555556,0.0555729233411114,0.2377,0.0757094218374694,-0.0201364984963579
"Conscript","clear","swashbuckler",1,54,2334,-0.0162781062553556,0.0520893625695348,0.2083,0.0723444892791101,-0.0202551267095754
"Heavy Knight","clear","tank",4,54,2586,-0.0576224671307038,0.0516298160552688,0.2088,0.0721565601709429,-0.0205267441156741
"Eclipse Jaguar","cloudy","spellblade",7,54,2760,0.0538105797101449,0.0500517817773176,0.2042,0.0707331377378611,-0.0206813559605434
"Riflemaster","clear","marksman",6,54,2280,0.0239064035087719,0.0527449572151372,0.2302,0.073442312376567,-0.0206973551614298
"Gunslinger","clear","marksman",5,54,2598,0.0103911855273287,0.0468968744317355,0.2725,0.0677031137493636,-0.0208062393176282
"Pikeman","clear","tank",2,54,2172,-0.0266994475138122,0.054773606544686,0.2072,0.0756964519259216,-0.0209228453812355
"Grand Marshal","clear","swashbuckler",10,54,2412,0.046227943615257,0.055144753417132,0.2149,0.0762186519784448,-0.0210738985613128
"Shroud-Killer","mist","swashbuckler",7,54,2310,-0.0114739393939394,0.0574005816642154,0.3125,0.0785835799142552,-0.0211829982500397
"Caged Storm-Drake","thunder","spellblade",9,54,2652,-0.0699497360482655,0.0457898541465893,0.2082,0.0671092972981894,-0.0213194431516
"Aurion, the First Dawn","clear","spellblade",10,54,2466,-0.142947566909976,0.0408376474725893,0.1678,0.0621619009705338,-0.0213242534979445
"Sunspear Falcon","clear","marksman",9,54,1800,-0.00249977777777778,0.0666902804008996,0.3052,0.0880719902721286,-0.021381709871229
"Tempest Eel","thunder","spellslinger",6,54,2346,-0.00276875532821824,0.0555606787171279,0.2917,0.0769878475461759,-0.021427168829048
"Voltscale Mamba","thunder","assassin",3,54,3084,-0.0338852464332036,0.0440942372316433,0.2597,0.0657369477442378,-0.0216427105125945
"Duskstep Marten","cloudy","swashbuckler",5,54,2082,0.00887487992315081,0.0601520303174085,0.2286,0.0819433038815627,-0.0217912735641543
"Frostfang Wolverine","snow","swashbuckler",8,54,2478,-0.010494390637611,0.0521822869394392,0.2776,0.0739807083256403,-0.0217984213862011
"Aerion, the Skybreaker","thunder","spellblade",10,54,2646,0.0153009448223734,0.0503868160825327,0.2075,0.0722544247901981,-0.0218676087076654
"Wintermoth","snow","support",2,54,2562,0.0202974238875878,0.0504287704698398,0.1912,0.0723989326757287,-0.0219701622058889
"Hollowed Wisp","mist","assassin",3,54,2658,-0.018625583145222,0.0506402775732525,0.2351,0.0728405613626307,-0.0222002837893782
"Steam Engineer","clear","mage",4,54,3114,-0.0150974309569685,0.0406386704362463,0.1763,0.0629528906460238,-0.0223142202097775
"Mirage Caracal","clear","assassin",8,54,2508,-0.00239445773524721,0.0436325925331658,0.1947,0.0660510750454987,-0.0224184825123329
"Field Chaplain","clear","support",3,54,2250,0.00889053333333333,0.0545772116398614,0.214,0.0769958715538716,-0.0224186599140102
"Voltmane Jackal","thunder","spellslinger",7,54,2556,-0.0109602112676056,0.0513443757690806,0.1983,0.0739020996039039,-0.0225577238348232
"Flood Tyrant","rain","mage",10,54,2688,0.0243725446428571,0.0494478801102114,0.2338,0.0720454628241641,-0.0225975827139527
"Powder Sapper","clear","support",2,54,2550,-0.051173137254902,0.0513668437727805,0.2518,0.0740171858468053,-0.0226503420740248
"Stone Warden","cloudy","tank",10,54,3174,0.0130835538752363,0.0433621013573472,0.192,0.0661474110950154,-0.0227853097376682
"Standard Bearer","clear","support",3,54,2406,0.0151762676641729,0.050135114261329,0.2009,0.0729530223656131,-0.022817908104284
"Marshghast Boar","mist","bruiser",7,54,2652,0.0322365384615385,0.0485237686056221,0.2272,0.0713995362961573,-0.0228757676905351
"Spymaster","clear","assassin",8,54,2346,0.0110774936061381,0.054264207821505,0.2306,0.0772276430323746,-0.0229634352108696
"Riven Frost-Wyrm","snow","spellblade",9,54,2226,-0.00201495956873315,0.0568255378975279,0.2653,0.0798075607774976,-0.0229820228799697
"Phantom Lynx","mist","swashbuckler",3,54,2736,0.0294212719298246,0.0467542201162055,0.2145,0.069942523887319,-0.0231883037711135
"Duskstep Marten","cloudy","swashbuckler",5,54,2208,-0.0129059329710145,0.0538821271735733,0.241,0.0770837066630853,-0.0232015794895119
"Cannoneer","clear","marksman",8,54,2736,0.0451347953216374,0.047376237070848,0.2191,0.0706189669442609,-0.0232427298734129
"Frost Sovereign","snow","spellblade",10,54,2730,0.0344318681318681,0.0480764293358216,0.2067,0.0715157156605445,-0.0234392863247229
"Blight Lurker","rain","bruiser",3,54,2316,0.0101426597582038,0.0512574050643164,0.1972,0.0749669034296897,-0.0237094983653733
"Boulderhide Skink","cloudy","mage",3,54,2316,0.0364858808290155,0.051902986960276,0.2599,0.075649024118374,-0.023746037158098
"Drowned Siren","rain","mage",4,54,3348,-0.0155401135005974,0.0388622052698242,0.1722,0.062625741994587,-0.0237635367247628
"Quarried Behemoth","cloudy","bruiser",9,54,2592,0.0327934413580247,0.0490735197717332,0.1898,0.0729192445696799,-0.0238457247979468
"Nightglass Mantis","cloudy","assassin",8,54,2610,0.00498509578544061,0.0497283104695462,0.2076,0.0735826516522751,-0.023854341182729
"Slag Sentinel","cloudy","tank",4,54,2298,-0.0267580069625762,0.0534382411880026,0.2462,0.0773831398887924,-0.0239448987007898
"Drained Stalker","mist","spellslinger",4,54,2214,-0.0191983739837398,0.0558714800485208,0.2554,0.0798803430965191,-0.0240088630479982
"Iron Maiden","clear","tank",7,54,2784,-0.0014375,0.0457316201263653,0.1872,0.0697657349829741,-0.0240341148566087
"Thunderclap Gorilla","thunder","bruiser",8,54,1872,-0.0197659722222222,0.0499752981846912,0.2355,0.0740490910552914,-0.0240737928706002
"Glade Heron","rain","marksman",8,54,2388,0.00711670854271357,0.052032644064042,0.2361,0.0761560716539682,-0.0241234275899262
"Wraithorn Stag","mist","bruiser",6,54,1788,-0.0441902125279642,0.0614299995334864,0.259,0.0857307759678179,-0.0243007764343315
"Frostplate Tortoise","snow","tank",5,54,2040,0.0203411274509804,0.0535644528353682,0.237,0.0778868239359268,-0.0243223711005586
"Levyman","clear","tank",1,54,2622,-0.00304923722349352,0.0464151174176572,0.2016,0.0707434973578871,-0.0243283799402299
"Avalanche Engine","snow","mage",5,54,2844,0.0137178270042194,0.0444054931527808,0.2414,0.0689235410604383,-0.0245180479076575
"Wraithorn Stag","mist","bruiser",6,54,1932,0.0274202898550725,0.0590366239131523,0.2408,0.0836487324456853,-0.024612108532533
"Battlemage","clear","spellslinger",5,54,2310,0.00151666666666667,0.050997627431161,0.2121,0.0756500752823237,-0.0246524478511627
"Grand Marshal","clear","swashbuckler",10,54,2568,0.0533556464174455,0.0477060411499316,0.1967,0.0724437587539028,-0.0247377176039712
"Coppercrest Stork","thunder","support",4,54,2160,0.00440310185185185,0.0541727706356383,0.2198,0.0790255920649802,-0.0248528214293419
"Hexblade Officer","clear","assassin",6,54,2106,0.032994824311491,0.0498697590223789,0.2304,0.0750109770521954,-0.0251412180298165
"Caged Storm-Drake","thunder","spellblade",9,54,2580,0.0207320542635659,0.04696016132419,0.2366,0.0722252405968077,-0.0252650792726177
"Hexblade Officer","clear","assassin",6,54,2598,0.0392598537336413,0.0477648669073739,0.1865,0.0731941221074567,-0.0254292552000828
"Fogveil Moth","mist","support",5,54,2058,-0.067055296404276,0.0556564454135243,0.2478,0.081103532393689,-0.0254470869801648
"Dusk Bat","cloudy","support",2,54,2922,0.01745106091718,0.0414234149881234,0.1763,0.066882577539324,-0.0254591625512006
"Ember Salamander","clear","mage",3,54,2034,0.0855418387413963,0.0553593889214086,0.2225,0.0808198237174927,-0.0254604347960841
"Aurion, the First Dawn","clear","spellblade",10,54,2184,0.000229578754578754,0.0532939259282725,0.2346,0.0787662082852877,-0.0254722823570152
"Veldt Pronghorn","clear","tank",2,54,2460,0.00751780487804878,0.0490885741683401,0.2152,0.0745797453918996,-0.0254911712235595
"Caged Banshee","mist","support",5,54,2400,0.06500425,0.0495209029798276,0.2558,0.0750705057585322,-0.0255496027787046
"Slag Sentinel","cloudy","tank",4,54,2178,0.0048228650137741,0.0520939232708171,0.2581,0.0776437555009135,-0.0255498322300964
"Steam Knight","clear","tank",6,54,1830,0.0286889071038251,0.057621135432516,0.2586,0.0832373724898619,-0.0256162370573459
"Snowpelt Cub","snow","tank",1,54,1860,-0.0137030107526882,0.0590949120089367,0.2293,0.0847614831461357,-0.025666571137199
"Hoarfrost Owl","snow","support",4,54,2616,-0.0133872324159021,0.0471984199540949,0.1914,0.0730139588956027,-0.0258155389415077
"Drowned Siren","rain","mage",4,54,2460,-0.0136143495934959,0.046558519621802,0.1591,0.0724757071202501,-0.0259171874984481
"Coral Colossus","rain","tank",5,54,2508,0.0470518341307815,0.0477830085044844,0.2361,0.0738658815449602,-0.0260828730404758
"Mirage Caracal","clear","assassin",8,54,2688,0.000559486607142857,0.0445706367299839,0.1627,0.0706726259470149,-0.026101989217031
"Springfrog","rain","support",1,54,1980,0.106569696969697,0.057273422370321,0.2714,0.083457869173229,-0.026184446802908
"Frostplate Tortoise","snow","tank",5,54,2778,-0.0392362850971922,0.0436989745332356,0.1886,0.0699069274976634,-0.0262079529644278
"Thunder Bull","thunder","support",7,54,2706,0.00185643015521064,0.0451294410533071,0.1962,0.0714375863705892,-0.026308145317282
