"piece_id","name","affinity","role","tier","level","win_rate","wr_delta","timeout_rate"
"enemy_arcanist","Arcanist","clear","mage",9,1,0.380364285714286,0.0587309523809524,0.189780952380952
"enemy_capture_rig_wolf","Capture-Rig Wolf","thunder","warrior",3,1,0.380380952380952,-0.0190142857142857,0.217454761904762
"enemy_brineblight_berserker","Brineblight Berserker","rain","warrior",5,1,0.380995238095238,0.00788809523809524,0.193019047619048
"enemy_sundered_lord","Sundered Lord","mist","hybrid",9,1,0.382178571428571,0.00982857142857143,0.258245238095238
"champ_granite_gorilla","Granite Gorilla","cloudy","assassin",6,1,0.382702380952381,0.0286333333333333,0.260595238095238
"champ_permafrost_walrus","Permafrost Walrus","snow","marksman",3,1,0.383140476190476,-0.0136190476190476,0.233047619047619
"enemy_company_captain","Company Captain","clear","mage",5,1,0.383169047619048,-0.026452380952381,0.27077380952381
"champ_fogveil_moth","Fogveil Moth","mist","mage",5,1,0.386414285714286,0.0102904761904762,0.229614285714286
"champ_thunderhoof_colt@2","Thunderhoof Colt","thunder","warrior",2,2,0.389252380952381,-0.0174452380952381,0.299695238095238
"enemy_drained_stalker@2","Drained Stalker","mist","mage",4,2,0.389333333333333,-0.0375571428571429,0.225545238095238
"champ_geode_beetle@2","Geode Beetle","cloudy","mage",4,2,0.38957380952381,-0.0644952380952381,0.331728571428571
"champ_reedbank_otter","Reedbank Otter","rain","warrior",2,1,0.390492857142857,0.0512809523809524,0.254716666666667
"champ_veldt_pronghorn","Veldt Pronghorn","clear","warrior",2,1,0.391669047619048,-0.0120261904761905,0.229083333333333
"champ_iceclaw_lynx","Iceclaw Lynx","snow","assassin",6,1,0.392083333333333,0.00125,0.257357142857143
"champ_wraithorn_stag","Wraithorn Stag","mist","warrior",6,1,0.392390476190476,0.0186785714285714,0.214097619047619
"enemy_drowned_siren@3","Drowned Siren","rain","mage",4,3,0.392397619047619,-0.0866142857142857,0.250180952380952
"champ_springfrog","Springfrog","rain","mage",1,1,0.393480952380952,0.0151880952380952,0.2888
"enemy_avalanche_engine","Avalanche Engine","snow","marksman",5,1,0.393628571428571,0.0233309523809524,0.26907380952381
"enemy_stretcher_hand","Stretcher-Hand","clear","mage",1,1,0.393678571428571,-0.0256285714285714,0.183369047619048
"champ_permafrost_walrus@2","Permafrost Walrus","snow","marksman",3,2,0.394521428571429,0.0445357142857143,0.235069047619048
"enemy_shroud_killer","Shroud-Killer","mist","warrior",7,1,0.394719047619048,-0.0118238095238095,0.275504761904762
"enemy_company_guard","Company Guard","clear","bruiser",4,1,0.39597380952381,0.00967619047619048,0.294911904761905
"champ_coppercrest_stork@2","Coppercrest Stork","thunder","mage",4,2,0.397259523809524,-0.01855,0.277888095238095
"enemy_riflemaster","Riflemaster","clear","marksman",6,1,0.397711904761905,0.00378333333333333,0.269461904761905
"enemy_heavy_knight","Heavy Knight","clear","warrior",4,1,0.397761904761905,0.0173547619047619,0.319842857142857
"enemy_stormhawk@2","Stormhawk","thunder","mage",4,2,0.398345238095238,-0.0561952380952381,0.220857142857143
"champ_aegis_tortoise","Aegis Tortoise","clear","warrior",5,1,0.39847619047619,0.0569214285714286,0.251202380952381
"enemy_stretcher_hand@3","Stretcher-Hand","clear","mage",1,3,0.400021428571429,0.00328333333333333,0.303254761904762
"enemy_dredge_hulk","Dredge-Hulk","rain","bruiser",7,1,0.400028571428571,0.0147095238095238,0.2922
"champ_marsh_thrush","Marsh Thrush","rain","mage",6,1,0.400285714285714,-0.0142880952380952,0.39182619047619
"champ_duskstep_marten","Duskstep Marten","cloudy","assassin",5,1,0.40042619047619,-0.0313119047619048,0.16112380952381
"enemy_field_medic","Field Medic","clear","mage",2,1,0.4036,-0.00776666666666667,0.260061904761905
"champ_marsh_thrush@2","Marsh Thrush","rain","mage",6,2,0.403942857142857,-0.0165285714285714,0.260995238095238
"champ_torrent_heron","Torrent Heron","rain","marksman",3,1,0.404811904761905,0.0318238095238095,0.192978571428571
"enemy_iron_collared_hound@2","Iron-Collared Hound","snow","warrior",3,2,0.405147619047619,0.00235476190476191,0.241740476190476
"enemy_avalanche_engine@2","Avalanche Engine","snow","marksman",5,2,0.405919047619048,-0.0207166666666667,0.228357142857143
"champ_snowpelt_cub","Snowpelt Cub","snow","warrior",1,1,0.405940476190476,0.00506666666666667,0.246704761904762
"champ_sunmane_lion","Sunmane Lion","clear","warrior",6,1,0.405992857142857,0.00408095238095238,0.311383333333333
"enemy_hierarch","Hierarch","clear","mage",8,1,0.406452380952381,-0.0182880952380952,0.252454761904762
"champ_geode_beetle@3","Geode Beetle","cloudy","mage",4,3,0.408378571428571,-0.145,0.358638095238095
"enemy_slag_sentinel","Slag Sentinel","cloudy","warrior",4,1,0.40877619047619,0.0606833333333333,0.197195238095238
"enemy_blight_lurker@2","Blight Lurker","rain","warrior",3,2,0.408892857142857,0.0086047619047619,0.357564285714286
"champ_ember_salamander","Ember Salamander","clear","mage",3,1,0.409159523809524,-0.0230142857142857,0.196166666666667
"champ_snowpelt_cub@2","Snowpelt Cub","snow","warrior",1,2,0.409821428571429,0.0152880952380952,0.264485714285714
"enemy_field_chaplain@2","Field Chaplain","clear","mage",3,2,0.409966666666667,0.0141095238095238,0.296383333333333
"champ_coral_colossus","Coral Colossus","rain","warrior",5,1,0.409983333333333,0.0606190476190476,0.317345238095238
"champ_aegis_tortoise@2","Aegis Tortoise","clear","warrior",5,2,0.411119047619048,0.00661904761904762,0.29062619047619
"enemy_steam_engineer@3","Steam Engineer","clear","mage",4,3,0.411533333333333,-0.134759523809524,0.242871428571429
"enemy_crossbow_levy","Crossbow Levy","clear","marksman",2,1,0.411766666666667,0.00916666666666667,0.180569047619048
"champ_boulderhide_skink","Boulderhide Skink","cloudy","marksman",3,1,0.416728571428571,0.0276404761904762,0.27865
"enemy_battlemage@2","Battlemage","clear","mage",5,2,0.416883333333333,-0.0456714285714286,0.189966666666667
"enemy_picket","Picket","clear","marksman",1,1,0.417428571428571,0.0387857142857143,0.22347380952381
"enemy_gunslinger","Gunslinger","clear","marksman",5,1,0.417807142857143,0.0358119047619048,0.23572619047619
"champ_goldhide_rhino","Goldhide Rhino","clear","bruiser",7,1,0.418185714285714,0.0187309523809524,0.28247380952381
"enemy_capture_rig_wolf@2","Capture-Rig Wolf","thunder","warrior",3,2,0.418464285714286,0.029302380952381,0.285021428571429
"champ_mirewarden_toad@2","Mirewarden Toad","rain","assassin",7,2,0.41877380952381,0.0210404761904762,0.310640476190476
"champ_reedbank_otter@2","Reedbank Otter","rain","warrior",2,2,0.419890476190476,-0.00421428571428571,0.22162619047619
"enemy_standard_bearer@3","Standard Bearer","clear","mage",3,3,0.420369047619048,-0.0858833333333333,0.313107142857143
"champ_nightglass_mantis","Nightglass Mantis","cloudy","assassin",8,1,0.420478571428571,0.0015952380952381,0.229971428571429
"champ_mournhollow","Mournhollow, the Pale Stag","mist","hybrid",10,1,0.421254761904762,-0.0598309523809524,0.208704761904762
"champ_lostlight_wisp","Lostlight Wisp","mist","mage",1,1,0.423164285714286,0.0573642857142857,0.300830952380952
"enemy_drained_stalker","Drained Stalker","mist","mage",4,1,0.424211904761905,-0.00604761904761905,0.266380952380952
"enemy_reaver_of_the_reach","Reaver of the Reach","cloudy","hybrid",7,1,0.424380952380952,-0.0146428571428571,0.227569047619048
"champ_glade_heron","Glade Heron","rain","mage",8,1,0.4248,0.0399642857142857,0.225238095238095
"enemy_cannoneer","Cannoneer","clear","marksman",8,1,0.424888095238095,0.0612380952380952,0.240133333333333
"champ_thunderhide_bison","Thunderhide Bison","thunder","warrior",5,1,0.4251,0.0262642857142857,0.20427619047619
"enemy_slag_sentinel@2","Slag Sentinel","cloudy","warrior",4,2,0.425121428571429,0.00294285714285714,0.275652380952381
"champ_coppercrest_stork@3","Coppercrest Stork","thunder","mage",4,3,0.425747619047619,-0.123378571428571,0.324738095238095
"enemy_hexblade_officer","Hexblade Officer","clear","assassin",6,1,0.425852380952381,-0.00891428571428571,0.234442857142857
"enemy_battlemage","Battlemage","clear","mage",5,1,0.426561904761905,0.000178571428571429,0.312428571428571
"enemy_sergeant_at_arms","Sergeant-at-Arms","clear","bruiser",3,1,0.42682380952381,0.0257571428571429,0.290304761904762
"champ_thunderhide_bison@2","Thunderhide Bison","thunder","warrior",5,2,0.427209523809524,-0.00994285714285714,0.269302380952381
"enemy_lord_commander","Lord Commander","clear","warrior",7,1,0.427509523809524,-0.0250690476190476,0.278809523809524
"enemy_levyman","Levyman","clear","warrior",1,1,0.427721428571429,0.041802380952381,0.266802380952381
"champ_hollow_elk@2","Hollow Elk","mist","assassin",4,2,0.429388095238095,-0.00015,0.241945238095238
"enemy_levyman@3","Levyman","clear","warrior",1,3,0.429407142857143,0.0449404761904762,0.365914285714286
"enemy_company_captain@3","Company Captain","clear","mage",5,3,0.430535714285714,-0.200383333333333,0.341380952380952
"champ_riptide_caiman","Riptide Caiman","rain","warrior",9,1,0.431071428571429,0.0179595238095238,0.232002380952381
"enemy_cold_iron_yeti","Cold-Iron Yeti","snow","warrior",4,1,0.431090476190476,0.0434880952380952,0.268278571428571
"champ_mirewarden_toad","Mirewarden Toad","rain","assassin",7,1,0.432435714285714,-0.000980952380952381,0.321959523809524
"champ_mirage_caracal","Mirage Caracal","clear","assassin",8,1,0.432519047619048,-0.0345714285714286,0.213995238095238
"champ_frostplate_tortoise@2","Frostplate Tortoise","snow","warrior",5,2,0.432764285714286,0.0274071428571429,0.304580952380952
"enemy_hollowed_wisp@3","Hollowed Wisp","mist","assassin",3,3,0.434011904761905,-0.0371904761904762,0.255002380952381
"champ_torrent_heron@2","Torrent Heron","rain","marksman",3,2,0.434283333333333,0.00112619047619048,0.203266666666667
"champ_phantom_lynx@2","Phantom Lynx","mist","assassin",3,2,0.434528571428571,0.0239952380952381,0.248857142857143
"champ_hoarfrost_owl","Hoarfrost Owl","snow","mage",4,1,0.434690476190476,-0.049897619047619,0.197754761904762
"enemy_heavy_knight@2","Heavy Knight","clear","warrior",4,2,0.43567619047619,0.0539452380952381,0.3026
"enemy_signal_drummer@2","Signal Drummer","clear","mage",1,2,0.436302380952381,-0.019,0.268302380952381
"enemy_hexblade_officer@2","Hexblade Officer","clear","assassin",6,2,0.43687619047619,0.0297785714285714,0.234188095238095
"champ_hoarfrost_owl@2","Hoarfrost Owl","snow","mage",4,2,0.437204761904762,-0.000864285714285715,0.273445238095238
"enemy_stormhawk","Stormhawk","thunder","mage",4,1,0.437819047619048,0.0271452380952381,0.193361904761905
"champ_tempest_eel","Tempest Eel","thunder","mage",6,1,0.438730952380952,-0.024647619047619,0.226295238095238
"enemy_thunder_bull","Thunder Bull","thunder","warrior",7,1,0.440252380952381,-0.0144,0.213988095238095
"champ_granite_gorilla@2","Granite Gorilla","cloudy","assassin",6,2,0.440428571428571,0.00543333333333333,0.327840476190476
"enemy_quarry_crawler@2","Quarry Crawler","cloudy","warrior",3,2,0.44092619047619,-0.00647857142857143,0.255978571428571
"enemy_maw_of_the_drowned","Maw of the Drowned","rain","hybrid",9,1,0.44095,0.0082452380952381,0.33252619047619
"enemy_inquisitor","Inquisitor","clear","hybrid",6,1,0.44107380952381,0.00716904761904762,0.199154761904762
"champ_marshghast_boar","Marshghast Boar","mist","bruiser",7,1,0.44165,0.0832738095238095,0.34047619047619
"champ_umbra","Umbra, the Mountain's Shadow","cloudy","hybrid",10,1,0.441911904761905,0.0450880952380952,0.208938095238095
"enemy_sergeant_at_arms@2","Sergeant-at-Arms","clear","bruiser",3,2,0.442,0.0623571428571429,0.292378571428571
"enemy_quarry_crawler","Quarry Crawler","cloudy","warrior",3,1,0.442092857142857,0.00463333333333333,0.251171428571429
"champ_wintermoth@3","Wintermoth","snow","mage",2,3,0.443061904761905,-0.0144619047619048,0.366692857142857
"champ_fogveil_moth@2","Fogveil Moth","mist","mage",5,2,0.444164285714286,-0.0369976190476191,0.209995238095238
"enemy_field_chaplain@3","Field Chaplain","clear","mage",3,3,0.444180952380952,-0.0527547619047619,0.357709523809524
"champ_ember_salamander@2","Ember Salamander","clear","mage",3,2,0.444797619047619,0.00441190476190476,0.215121428571429
"champ_boulderhide_skink@2","Boulderhide Skink","cloudy","marksman",3,2,0.447090476190476,0.0816428571428571,0.271309523809524
"champ_tempest_eel@2","Tempest Eel","thunder","mage",6,2,0.44762380952381,0.00609285714285714,0.269019047619048
"champ_grovekeeper_tapir","Grovekeeper Tapir","rain","bruiser",4,1,0.44907380952381,-0.0277261904761905,0.296609523809524
"enemy_levyman@2","Levyman","clear","warrior",1,2,0.449164285714286,0.0394047619047619,0.221957142857143
"champ_frostfang_wolverine","Frostfang Wolverine","snow","warrior",8,1,0.449404761904762,-0.0238952380952381,0.238935714285714
"champ_eclipse_jaguar","Eclipse Jaguar","cloudy","hybrid",7,1,0.450145238095238,0.0614880952380952,0.185435714285714
"enemy_signal_drummer","Signal Drummer","clear","mage",1,1,0.451759523809524,-0.00860238095238095,0.317216666666667
"enemy_shroud_killer@2","Shroud-Killer","mist","warrior",7,2,0.453345238095238,0.0127357142857143,0.195983333333333
"enemy_brineblight_berserker@2","Brineblight Berserker","rain","warrior",5,2,0.45397380952381,0.0438547619047619,0.251016666666667
"enemy_steam_knight@2","Steam Knight","clear","warrior",6,2,0.45562380952381,0.0494142857142857,0.237007142857143
"champ_veilfang_wolf","Veilfang Wolf","mist","assassin",8,1,0.45692619047619,0.000111904761904762,0.279059523809524
"enemy_riven_frost_wyrm@2","Riven Frost-Wyrm","snow","hybrid",9,2,0.459697619047619,0.0228142857142857,0.268366666666667
"enemy_company_guard@2","Company Guard","clear","bruiser",4,2,0.460295238095238,-0.0188166666666667,0.355078571428571
"champ_voltscale_mamba@3","Voltscale Mamba","thunder","warrior",3,3,0.460602380952381,0.0409309523809524,0.198288095238095
"enemy_crossbow_levy@2","Crossbow Levy","clear","marksman",2,2,0.461019047619048,0.0652619047619048,0.186640476190476
"champ_sunspear_falcon","Sunspear Falcon","clear","marksman",9,1,0.461311904761905,0.0905071428571429,0.20945
"champ_will_o_fawn@3","Will-o-Fawn","mist","mage",2,3,0.462016666666667,-0.103659523809524,0.230897619047619
"enemy_caged_banshee@2","Caged Banshee","mist","mage",5,2,0.462230952380952,0.0472190476190476,0.301057142857143
"champ_spectral_heron","Spectral Heron","mist","mage",9,1,0.462564285714286,0.0303333333333333,0.205369047619048
"champ_aurion","Aurion, the First Dawn","clear","hybrid",10,1,0.463611904761905,0.0611547619047619,0.220045238095238
"champ_veldt_pronghorn@2","Veldt Pronghorn","clear","warrior",2,2,0.463747619047619,-0.00920238095238095,0.235957142857143
"enemy_conscript@2","Conscript","clear","warrior",1,2,0.464633333333333,-0.0389261904761905,0.267811904761905
"champ_grovekeeper_tapir@2","Grovekeeper Tapir","rain","bruiser",4,2,0.464754761904762,0.0293809523809524,0.308871428571429
"enemy_inquisitor@2","Inquisitor","clear","hybrid",6,2,0.46645,0.0140095238095238,0.203435714285714
"enemy_storm_tyrant","Storm Tyrant","thunder","hybrid",10,1,0.466559523809524,0.00898571428571429,0.177183333333333
"champ_wintermoth@2","Wintermoth","snow","mage",2,2,0.467357142857143,-0.00765476190476191,0.262178571428571
"champ_eclipse_jaguar@2","Eclipse Jaguar","cloudy","hybrid",7,2,0.467697619047619,0.0169214285714286,0.223611904761905
"champ_goldcrest_lark@3","Goldcrest Lark","clear","mage",4,3,0.4679,-0.121809523809524,0.35937380952381
"champ_coral_colossus@2","Coral Colossus","rain","warrior",5,2,0.46805,0.0980095238095238,0.363030952380952
"enemy_spymaster","Spymaster","clear","assassin",8,1,0.468195238095238,0.0173690476190476,0.226090476190476
"champ_aerion","Aerion, the Skybreaker","thunder","hybrid",10,1,0.468628571428571,0.0250261904761905,0.230195238095238
"enemy_iron_maiden","Iron Maiden","clear","bruiser",7,1,0.468833333333333,0.0261785714285714,0.326635714285714
"enemy_maw_of_the_drowned@2","Maw of the Drowned","rain","hybrid",9,2,0.4694,-0.0152071428571429,0.25705
"enemy_caged_storm_drake@2","Caged Storm-Drake","thunder","hybrid",9,2,0.46942619047619,-0.00762142857142857,0.22357380952381
"enemy_cold_iron_yeti@2","Cold-Iron Yeti","snow","warrior",4,2,0.46995,0.0509666666666667,0.290678571428571
"enemy_field_medic@3","Field Medic","clear","mage",2,3,0.471597619047619,-0.0538714285714286,0.3058
"enemy_reaver_of_the_reach@2","Reaver of the Reach","cloudy","hybrid",7,2,0.472678571428571,0.0455666666666667,0.250121428571429
"champ_wraithorn_stag@2","Wraithorn Stag","mist","warrior",6,2,0.473009523809524,0.0195357142857143,0.27
"enemy_drained_stalker@3","Drained Stalker","mist","mage",4,3,0.474559523809524,-0.0212452380952381,0.23385
"champ_voltmane_jackal@2","Voltmane Jackal","thunder","hybrid",7,2,0.475897619047619,0.0025,0.230011904761905
"enemy_powder_sapper@3","Powder Sapper","clear","marksman",2,3,0.477938095238095,-0.000471428571428571,0.208161904761905
"enemy_archmagus_imperator","Archmagus Imperator","clear","hybrid",9,1,0.478692857142857,0.0126904761904762,0.208240476190476
"enemy_glacier_goliath","Glacier Goliath","snow","warrior",7,1,0.479921428571429,0.0926952380952381,0.348671428571429
"champ_voltmane_jackal","Voltmane Jackal","thunder","hybrid",7,1,0.4812,-0.0108571428571429,0.246102380952381
"champ_springfrog@2","Springfrog","rain","mage",1,2,0.481319047619048,0.0795785714285714,0.306685714285714
"champ_nightglass_mantis@2","Nightglass Mantis","cloudy","assassin",8,2,0.482471428571429,-0.0487738095238095,0.255442857142857
"champ_pebbleback_pangolin@3","Pebbleback Pangolin","cloudy","warrior",1,3,0.48262619047619,0.0334619047619048,0.30787619047619
"enemy_voltaic_diviner@2","Voltaic Diviner","thunder","mage",5,2,0.48642380952381,0.00460238095238095,0.201602380952381
"enemy_archmagus_imperator@2","Archmagus Imperator","clear","hybrid",9,2,0.487738095238095,-0.013647619047619,0.226307142857143
"champ_snowpelt_cub@3","Snowpelt Cub","snow","warrior",1,3,0.489245238095238,0.082997619047619,0.369219047619048
"enemy_sergeant_at_arms@3","Sergeant-at-Arms","clear","bruiser",3,3,0.489983333333333,-0.00352619047619048,0.306766666666667
"enemy_gunslinger@2","Gunslinger","clear","marksman",5,2,0.490514285714286,0.0437833333333333,0.285433333333333
"champ_dawnwisp@3","Dawnwisp","clear","mage",1,3,0.491654761904762,0.0497904761904762,0.383433333333333
"champ_hoarfrost_owl@3","Hoarfrost Owl","snow","mage",4,3,0.491919047619048,-0.0548166666666667,0.391842857142857
"enemy_flood_tyrant","Flood Tyrant","rain","hybrid",10,1,0.49195,0.0124333333333333,0.207380952380952
"champ_frostquill_porcupine","Frostquill Porcupine","snow","marksman",9,1,0.49572380952381,0.0432880952380952,0.193864285714286
"champ_mirage_caracal@2","Mirage Caracal","clear","assassin",8,2,0.496435714285714,-0.0116142857142857,0.19997380952381
"champ_glacierback_mammoth","Glacierback Mammoth","snow","bruiser",7,1,0.498107142857143,0.0663928571428571,0.230516666666667
"champ_nerei@2","Nerei, the Floodmother","rain","hybrid",10,2,0.498795238095238,-0.0561047619047619,0.237078571428571
"champ_duskstep_marten@2","Duskstep Marten","cloudy","assassin",5,2,0.499045238095238,0.032797619047619,0.251607142857143
"champ_pebbleback_pangolin@2","Pebbleback Pangolin","cloudy","warrior",1,2,0.5,-0.0102595238095238,0.207195238095238
"enemy_spymaster@2","Spymaster","clear","assassin",8,2,0.500809523809524,0.0286309523809524,0.243638095238095
"champ_phantom_lynx@3","Phantom Lynx","mist","assassin",3,3,0.501264285714286,0.00472380952380952,0.223559523809524
"enemy_hierarch@2","Hierarch","clear","mage",8,2,0.5035,-0.0295547619047619,0.343452380952381
"enemy_riven_frost_wyrm","Riven Frost-Wyrm","snow","hybrid",9,1,0.50455,-0.0542095238095238,0.266592857142857
"champ_storm_eagle","Storm Eagle","thunder","mage",9,1,0.504673809523809,0.0417833333333333,0.203095238095238
"champ_riptide_caiman@2","Riptide Caiman","rain","warrior",9,2,0.5049,-0.0225357142857143,0.174283333333333
"enemy_caged_storm_drake","Caged Storm-Drake","thunder","hybrid",9,1,0.50495,0.0252119047619048,0.24587619047619
"enemy_dredge_hulk@2","Dredge-Hulk","rain","bruiser",7,2,0.506640476190476,0.0892428571428571,0.306552380952381
"champ_sparkfly@3","Sparkfly","thunder","mage",1,3,0.507509523809524,-0.0398309523809524,0.284345238095238
"enemy_caged_banshee@3","Caged Banshee","mist","mage",5,3,0.508552380952381,-0.083397619047619,0.277485714285714
"enemy_veil_lord","Veil Lord","mist","hybrid",10,1,0.509269047619048,-0.0315523809523809,0.276802380952381
"champ_borealis","Borealis, the Pale Aurora","snow","hybrid",10,1,0.510904761904762,0.0763452380952381,0.300697619047619
"enemy_picket@3","Picket","clear","marksman",1,3,0.511061904761905,-0.00921666666666667,0.195871428571429
"enemy_frost_sovereign","Frost Sovereign","snow","hybrid",10,1,0.511440476190476,0.0757833333333333,0.262538095238095
"champ_iceclaw_lynx@2","Iceclaw Lynx","snow","assassin",6,2,0.516130952380952,0.0579571428571429,0.243295238095238
"champ_veilfang_wolf@2","Veilfang Wolf","mist","assassin",8,2,0.516178571428571,0.0413285714285714,0.318921428571429
"enemy_company_guard@3","Company Guard","clear","bruiser",4,3,0.516845238095238,-0.0478,0.385135714285714
"champ_thunderclap_gorilla@2","Thunderclap Gorilla","thunder","warrior",8,2,0.518285714285714,0.027452380952381,0.190909523809524
"enemy_battlemage@3","Battlemage","clear","mage",5,3,0.519773809523809,-0.0929380952380952,0.192578571428571
"enemy_voltaic_diviner@3","Voltaic Diviner","thunder","mage",5,3,0.521111904761905,-0.100992857142857,0.192795238095238
"champ_sunmane_lion@2","Sunmane Lion","clear","warrior",6,2,0.522861904761905,-0.00562619047619048,0.220002380952381
"enemy_stormhawk@3","Stormhawk","thunder","mage",4,3,0.523047619047619,-0.0158357142857143,0.248619047619048
"champ_marshghast_boar@2","Marshghast Boar","mist","bruiser",7,2,0.523314285714286,0.0357309523809524,0.348535714285714
"enemy_pikeman@3","Pikeman","clear","warrior",2,3,0.523378571428571,0.0328452380952381,0.326080952380952
