"piece_id","name","affinity","role","tier","kind","win_rate","wr_delta","beta_deviation_pct","timeout_rate","mean_duration_ticks"
"enemy_hierarch","Hierarch","clear","mage",8,"enemy",0.326622222222222,-0.253472222222222,5.865,0.244811111111111,8954.33333333333
"champ_phantom_lynx","Phantom Lynx","mist","assassin",3,"champion",0.327744444444444,-0.0901111111111111,491.67,0.0680388888888889,6596.24444444444
"champ_thunderhoof_colt","Thunderhoof Colt","thunder","warrior",2,"champion",0.334733333333333,-0.0585,671.333888888889,0.0501,6888.67777777778
"enemy_crossbow_levy","Crossbow Levy","clear","marksman",2,"enemy",0.335577777777778,-0.0591388888888889,431.428888888889,0.0593666666666667,6820.53888888889
"champ_veldt_pronghorn","Veldt Pronghorn","clear","warrior",2,"champion",0.336366666666667,-0.0589888888888889,559.574444444444,0.0607111111111111,6968.85555555556
"champ_fogveil_moth","Fogveil Moth","mist","mage",5,"champion",0.347994444444444,-0.125755555555556,250.006111111111,0.1227,7747.5
"champ_reedbank_otter","Reedbank Otter","rain","warrior",2,"champion",0.3504,-0.0444388888888889,806.891111111111,0.0530166666666667,6937.14444444444
"enemy_levyman","Levyman","clear","warrior",1,"enemy",0.350694444444444,-0.0195555555555556,830.132222222222,0.197766666666667,8467.52222222222
"champ_snowpelt_cub","Snowpelt Cub","snow","warrior",1,"champion",0.353811111111111,-0.0143111111111111,991.587777777778,0.225172222222222,8606.38333333333
"enemy_sergeant_at_arms","Sergeant-at-Arms","clear","bruiser",3,"enemy",0.356183333333333,-0.0621388888888889,348.912222222222,0.20815,8587.93888888889
"enemy_quarry_crawler","Quarry Crawler","cloudy","warrior",3,"enemy",0.359244444444444,-0.0577166666666667,903.912222222222,0.0675055555555556,7184.02222222222
"enemy_company_guard","Company Guard","clear","bruiser",4,"enemy",0.361344444444444,-0.0880333333333333,210.666666666667,0.238138888888889,8997.56666666667
"champ_lostlight_wisp","Lostlight Wisp","mist","mage",1,"champion",0.367633333333333,-0.00425555555555556,757.671111111111,0.341616666666667,8765.87777777778
"enemy_voltaic_diviner","Voltaic Diviner","thunder","mage",5,"enemy",0.368755555555556,-0.103966666666667,298.081666666667,0.0563333333333333,6565.87222222222
"enemy_iron_collared_hound","Iron-Collared Hound","snow","warrior",3,"enemy",0.373266666666667,-0.04485,994.252222222222,0.0763,7198.63888888889
"enemy_shaftmaw","Shaftmaw","cloudy","assassin",5,"enemy",0.383027777777778,-0.0980611111111111,555.667777777778,0.06765,6828.63888888889
"enemy_capture_rig_wolf","Capture-Rig Wolf","thunder","warrior",3,"enemy",0.385516666666667,-0.0352222222222222,1010.27444444444,0.0597444444444444,7026.92222222222
"enemy_slag_sentinel","Slag Sentinel","cloudy","warrior",4,"enemy",0.38755,-0.0588277777777778,628.275555555556,0.151188888888889,8186.83888888889
"champ_torrent_heron","Torrent Heron","rain","marksman",3,"champion",0.395844444444444,-0.0232277777777778,776.320555555556,0.0405111111111111,6195.61666666667
"champ_aegis_tortoise","Aegis Tortoise","clear","warrior",5,"champion",0.400394444444444,-0.0776277777777778,656.462222222222,0.218861111111111,8775.26111111111
"champ_springfrog","Springfrog","rain","mage",1,"champion",0.403233333333333,0.0330166666666667,1107.62944444444,0.398666666666667,9116.31666666667
"enemy_battlemage","Battlemage","clear","mage",5,"enemy",0.410211111111111,-0.0681722222222222,459.720555555556,0.0480333333333333,6489.74444444444
"champ_hollow_elk","Hollow Elk","mist","assassin",4,"champion",0.41725,-0.0281388888888889,1068.72166666667,0.212122222222222,8759.48333333333
"champ_permafrost_walrus","Permafrost Walrus","snow","marksman",3,"champion",0.42505,0.00545555555555556,829.780555555556,0.0385777777777778,6141.42222222222
"champ_boulderhide_skink","Boulderhide Skink","cloudy","marksman",3,"champion",0.433522222222222,0.0138111111111111,868.813333333333,0.0301,6080.48333333333
"champ_frostplate_tortoise","Frostplate Tortoise","snow","warrior",5,"champion",0.453144444444444,-0.0300722222222222,1053.90222222222,0.143238888888889,8211.78888888889
"champ_grovekeeper_tapir","Grovekeeper Tapir","rain","bruiser",4,"champion",0.455316666666667,0.0121333333333333,1999.32277777778,0.318377777777778,9458.82777777778
"enemy_inquisitor","Inquisitor","clear","hybrid",6,"enemy",0.463211111111111,-0.0474666666666667,1033.99833333333,0.0736833333333333,7371.71666666667
"enemy_blight_lurker","Blight Lurker","rain","warrior",3,"enemy",0.4664,0.0461388888888889,2942.45666666667,0.216061111111111,8817.58333333333
"champ_duskstep_marten","Duskstep Marten","cloudy","assassin",5,"champion",0.467655555555556,-0.0100222222222222,1614.77166666667,0.100088888888889,7661.56111111111
"enemy_heavy_knight","Heavy Knight","clear","warrior",4,"enemy",0.48,0.03125,2007.57333333333,0.183677777777778,8697.83333333333
"champ_thunderhide_bison","Thunderhide Bison","thunder","warrior",5,"champion",0.482205555555556,0.000411111111111111,1685.72611111111,0.12705,8186.61666666667
"champ_tempest_eel","Tempest Eel","thunder","mage",6,"champion",0.483722222222222,-0.0273611111111111,924.256666666667,0.0463944444444444,6440.09444444444
"champ_granite_gorilla","Granite Gorilla","cloudy","assassin",6,"champion",0.487144444444444,-0.0193777777777778,1731.60444444444,0.271011111111111,9299.53888888889
"champ_mirewarden_toad","Mirewarden Toad","rain","assassin",7,"champion",0.493566666666667,-0.0482333333333333,1371.23277777778,0.293677777777778,9473.62222222222
"champ_ember_salamander","Ember Salamander","clear","mage",3,"champion",0.494805555555556,0.0756055555555556,2503.99166666667,0.0269888888888889,5708.19444444444
"enemy_gunslinger","Gunslinger","clear","marksman",5,"enemy",0.496916666666667,0.0205277777777778,1953.28388888889,0.0520055555555556,6944.33333333333
"enemy_avalanche_engine","Avalanche Engine","snow","marksman",5,"enemy",0.502505555555556,0.0242833333333333,1579.43555555556,0.0326666666666667,6117.24444444444
"enemy_hexblade_officer","Hexblade Officer","clear","assassin",6,"enemy",0.506466666666667,-0.00153888888888889,2463.66333333333,0.101888888888889,7561.80555555556
"enemy_brineblight_berserker","Brineblight Berserker","rain","warrior",5,"enemy",0.50865,0.0346555555555556,3428.11444444444,0.0567166666666667,7186.91666666667
"enemy_reaver_of_the_reach","Reaver of the Reach","cloudy","hybrid",7,"enemy",0.515127777777778,-0.0264666666666667,2115.47,0.0899555555555556,7482.04444444444
"enemy_cold_iron_yeti","Cold-Iron Yeti","snow","warrior",4,"enemy",0.515755555555556,0.0685944444444444,3002.29611111111,0.196583333333333,8840.01111111111
"champ_voltmane_jackal","Voltmane Jackal","thunder","hybrid",7,"champion",0.527555555555556,-0.01205,2337.12388888889,0.0775111111111111,7337.34444444444
"enemy_shroud_killer","Shroud-Killer","mist","warrior",7,"enemy",0.541627777777778,-0.00583888888888889,2536.80333333333,0.0437944444444444,6530.67777777778
"champ_iceclaw_lynx","Iceclaw Lynx","snow","assassin",6,"champion",0.559405555555556,0.0536944444444444,4742.87166666667,0.0812611111111111,7491.91111111111
"champ_glade_heron","Glade Heron","rain","mage",8,"champion",0.570961111111111,-0.0106888888888889,2899.15277777778,0.1224,7624.14444444444
"champ_marshghast_boar","Marshghast Boar","mist","bruiser",7,"champion",0.575194444444444,0.0317111111111111,3172.28111111111,0.306116666666667,9553.62777777778
"enemy_dredge_hulk","Dredge-Hulk","rain","bruiser",7,"enemy",0.577822222222222,0.0327166666666667,3008.73055555556,0.2495,9246.85555555556
"champ_eclipse_jaguar","Eclipse Jaguar","cloudy","hybrid",7,"champion",0.578927777777778,0.0374944444444444,4219.75888888889,0.0621388888888889,7157.3
"champ_wraithorn_stag","Wraithorn Stag","mist","warrior",6,"champion",0.584327777777778,0.0760277777777778,7129.29555555556,0.0625777777777778,7248.16666666667
"champ_coral_colossus","Coral Colossus","rain","warrior",5,"champion",0.589694444444444,0.110922222222222,7027.98277777778,0.464605555555556,10062.9666666667
"champ_mirage_caracal","Mirage Caracal","clear","assassin",8,"champion",0.593727777777778,0.0167944444444444,5984.74611111111,0.0528611111111111,6685.53888888889
"enemy_steam_knight","Steam Knight","clear","warrior",6,"enemy",0.603677777777778,0.09265,7601.09222222222,0.0624055555555556,7143.91111111111
"champ_goldhide_rhino","Goldhide Rhino","clear","bruiser",7,"champion",0.60495,0.0639888888888889,5946.95555555556,0.405622222222222,9959.73888888889
"enemy_spymaster","Spymaster","clear","assassin",8,"enemy",0.615461111111111,0.0397777777777778,7503.86333333333,0.0487611111111111,6336.90555555556
"champ_storm_eagle","Storm Eagle","thunder","mage",9,"champion",0.618183333333333,0.00388888888888889,4378.62888888889,0.128661111111111,7721.23333333333
"champ_sunmane_lion","Sunmane Lion","clear","warrior",6,"champion",0.622627777777778,0.114133333333333,10627.9588888889,0.0535055555555556,7154.66111111111
"enemy_glacier_goliath","Glacier Goliath","snow","warrior",7,"enemy",0.627405555555556,0.0853555555555556,5681.785,0.331144444444444,9656.91666666667
"enemy_iron_maiden","Iron Maiden","clear","bruiser",7,"enemy",0.636538888888889,0.0921166666666667,5113.63833333333,0.196766666666667,8999.57222222222
"enemy_caged_storm_drake","Caged Storm-Drake","thunder","hybrid",9,"enemy",0.64185,0.0248333333333333,4512.21166666667,0.0832111111111111,7626.22222222222
"enemy_riflemaster","Riflemaster","clear","marksman",6,"enemy",0.643427777777778,0.133561111111111,8175.75666666667,0.0425222222222222,6703.76111111111
"champ_nightglass_mantis","Nightglass Mantis","cloudy","assassin",8,"champion",0.666377777777778,0.0845944444444444,12709.1655555556,0.0386222222222222,6367.88888888889
"enemy_thunder_bull","Thunder Bull","thunder","warrior",7,"enemy",0.669327777777778,0.126227777777778,19777.5461111111,0.0489333333333333,7145.26666666667
"champ_frostfang_wolverine","Frostfang Wolverine","snow","warrior",8,"champion",0.670288888888889,0.0893222222222222,7890.48611111111,0.0187722222222222,6339.7
"enemy_maw_of_the_drowned","Maw of the Drowned","rain","hybrid",9,"enemy",0.6721,0.0578,8568.35,0.0833388888888889,7408.59444444444
"enemy_arcanist","Arcanist","clear","mage",9,"enemy",0.676422222222222,0.0598833333333333,4952.16277777778,0.0315833333333333,6122.61111111111
"enemy_sundered_lord","Sundered Lord","mist","hybrid",9,"enemy",0.6861,0.0702222222222222,6765.35111111111,0.100155555555556,7548.41666666667
"enemy_riven_frost_wyrm","Riven Frost-Wyrm","snow","hybrid",9,"enemy",0.692188888888889,0.0783666666666667,13005.0955555556,0.0651777777777778,7262.21111111111
"champ_veilfang_wolf","Veilfang Wolf","mist","assassin",8,"champion",0.694166666666667,0.118088888888889,20339.4038888889,0.08265,7329.71666666667
"champ_spectral_heron","Spectral Heron","mist","mage",9,"champion",0.702383333333333,0.0879722222222222,8710.55777777778,0.0864555555555555,7030.86111111111
"champ_umbra","Umbra, the Mountain's Shadow","cloudy","hybrid",10,"champion",0.705466666666667,0.0535388888888889,12794.7266666667,0.103922222222222,7762.00555555556
"enemy_lord_commander","Lord Commander","clear","warrior",7,"enemy",0.707755555555556,0.162688888888889,26343.9494444444,0.0431666666666667,7045.50555555556
"champ_riptide_caiman","Riptide Caiman","rain","warrior",9,"champion",0.730766666666667,0.117144444444444,34416.5788888889,0.02195,6120.21666666667
"enemy_archmagus_imperator","Archmagus Imperator","clear","hybrid",9,"enemy",0.732544444444444,0.11745,18714.66,0.0519444444444444,7069.43888888889
"champ_mournhollow","Mournhollow, the Pale Stag","mist","hybrid",10,"champion",0.737994444444444,0.0833722222222222,13947.4172222222,0.0918,7611.36111111111
"enemy_cannoneer","Cannoneer","clear","marksman",8,"enemy",0.739427777777778,0.160711111111111,24786.8844444444,0.0339388888888889,6660.89444444444
"champ_aerion","Aerion, the Skybreaker","thunder","hybrid",10,"champion",0.753816666666667,0.101616666666667,17980.6405555556,0.0574444444444444,7263.92777777778
"champ_nerei","Nerei, the Floodmother","rain","hybrid",10,"champion",0.766727777777778,0.116027777777778,25680.9727777778,0.0529777777777778,7065.05
"enemy_veil_lord","Veil Lord","mist","hybrid",10,"enemy",0.790155555555555,0.13905,33556.6516666667,0.04045,7008.02222222222
"enemy_frost_sovereign","Frost Sovereign","snow","hybrid",10,"enemy",0.8044,0.152144444444444,29906.5727777778,0.0403555555555556,6960.28333333333
"champ_thunderclap_gorilla","Thunderclap Gorilla","thunder","warrior",8,"champion",0.809616666666667,0.229766666666667,100136.981111111,0.0225277777777778,6763.53333333333
"enemy_flood_tyrant","Flood Tyrant","rain","hybrid",10,"enemy",0.810016666666667,0.156377777777778,33903.7427777778,0.0443666666666667,6933.03888888889
"champ_glacierback_mammoth","Glacierback Mammoth","snow","bruiser",7,"champion",0.827972222222222,0.282111111111111,161416.288333333,0.0926444444444444,8364.76111111111
"champ_borealis","Borealis, the Pale Aurora","snow","hybrid",10,"champion",0.830577777777778,0.17915,80476.0211111111,0.0809111111111111,7603.01111111111
"champ_cliffeyrie_eagle","Cliffeyrie Eagle","cloudy","marksman",9,"champion",0.8391,0.224338888888889,127585.476111111,0.0373888888888889,6355.16111111111
"enemy_stone_warden","Stone Warden","cloudy","bruiser",10,"enemy",0.843744444444444,0.191872222222222,28801.3333333333,0.281294444444444,9278.21666666667
"champ_frostquill_porcupine","Frostquill Porcupine","snow","marksman",9,"champion",0.863511111111111,0.251338888888889,186155.493333333,0.0197388888888889,6217.27777777778
"enemy_quarried_behemoth","Quarried Behemoth","cloudy","bruiser",9,"enemy",0.863855555555556,0.247588888888889,79305.9972222222,0.09505,8224.08888888889
"champ_sunspear_falcon","Sunspear Falcon","clear","marksman",9,"champion",0.873105555555556,0.258472222222222,260454.973333333,0.0143666666666667,6128.33333333333
"champ_aurion","Aurion, the First Dawn","clear","hybrid",10,"champion",0.881577777777778,0.227583333333333,167264.72,0.00926666666666667,6450.41666666667
"enemy_storm_tyrant","Storm Tyrant","thunder","hybrid",10,"enemy",0.881905555555556,0.228416666666667,133015.572777778,0.0149166666666667,6287.34444444444
"enemy_grand_marshal","Grand Marshal","clear","warrior",10,"enemy",0.963066666666667,0.311205555555556,576081.916666667,0.0106111111111111,5795.91666666667
