team_a,team_b,weather,outcome,duration_ticks,hp_remaining_a,hp_remaining_b,timed_out
champ_iceclaw_lynx|champ_nerei@3,champ_lostlight_wisp@2|enemy_battlemage@3,cloudy,win,4449,4523,0,0
champ_permafrost_walrus|champ_veilfang_wolf@3,enemy_heavy_knight|enemy_steam_knight@3,cloudy,draw,12000,196,0,1
champ_frostplate_tortoise@2|enemy_gunslinger,champ_grovekeeper_tapir@2|enemy_hexblade_officer@3,cloudy,loss,8066,0,3576,0
champ_nightglass_mantis|champ_veilfang_wolf,enemy_cannoneer|enemy_stormhawk@2,cloudy,win,5298,1103,0,0
champ_permafrost_walrus|enemy_company_guard,enemy_levyman|enemy_thunder_bull@3,cloudy,loss,5386,0,3898,0
champ_phantom_lynx@2|enemy_reaver_of_the_reach@2,champ_riptide_caiman|enemy_maw_of_the_drowned@2,cloudy,loss,4448,0,2002,0
champ_fogveil_moth@2|champ_frostfang_wolverine@2,champ_sparkfly|enemy_pikeman@3,cloudy,win,6952,1334,0,0
champ_goldcrest_lark@2|enemy_drowned_siren,champ_reedbank_otter@2|champ_spectral_heron,cloudy,loss,5283,0,1756,0
champ_aegis_tortoise|enemy_riven_frost_wyrm,enemy_iron_collared_hound@2|enemy_levyman,cloudy,win,10297,925,0,0
enemy_battlemage@3|enemy_steam_engineer@3,enemy_crossbow_levy@3|enemy_hollowed_wisp,cloudy,win,5981,1978,0,0
champ_borealis|champ_glade_heron,champ_voltmane_jackal|enemy_grand_marshal@2,cloudy,loss,7598,0,1870,0
champ_dusk_bat@3|champ_snowpelt_cub@3,champ_umbra@2|enemy_archmagus_imperator@3,cloudy,loss,7909,0,5385,0
champ_glacierback_mammoth|enemy_signal_drummer@3,champ_mirage_caracal@2|enemy_hexblade_officer@2,cloudy,loss,9798,0,401,0
champ_aerion|champ_ember_salamander,champ_duskstep_marten|enemy_slag_sentinel@3,cloudy,loss,6561,0,2530,0
champ_thunderhoof_colt@3|enemy_standard_bearer,enemy_hexblade_officer@2|enemy_sergeant_at_arms@3,cloudy,loss,9600,0,2374,0
champ_eclipse_jaguar@3|enemy_glacier_goliath@3,champ_goldhide_rhino@2|enemy_iron_collared_hound@3,cloudy,win,10239,5421,0,0
champ_marsh_thrush|champ_sunmane_lion,enemy_iron_collared_hound|enemy_sergeant_at_arms@2,cloudy,loss,10582,0,636,0
champ_cliffeyrie_eagle@2|champ_voltscale_mamba@2,champ_eclipse_jaguar@2|champ_riptide_caiman,cloudy,win,8000,0,0,0
champ_borealis@2|enemy_reaver_of_the_reach@2,champ_duskstep_marten@3|champ_will_o_fawn@3,cloudy,draw,12013,1396,0,1
champ_ember_salamander@3|enemy_drained_stalker@2,champ_frostquill_porcupine@3|enemy_lord_commander@3,cloudy,loss,4142,0,6565,0
champ_mournhollow@2|enemy_capture_rig_wolf@2,champ_sparkfly@2|enemy_flood_tyrant@3,cloudy,loss,7096,0,3920,0
champ_granite_gorilla@2|enemy_powder_sapper@2,enemy_flood_tyrant@3|enemy_quarried_behemoth@2,cloudy,loss,6766,0,7294,0
champ_duskstep_marten@2|champ_frostquill_porcupine@3,champ_will_o_fawn@3|enemy_cannoneer@3,cloudy,win,6000,2691,0,0
champ_permafrost_walrus@2|enemy_levyman,enemy_glacier_goliath@3|enemy_stormhawk,cloudy,loss,6986,0,2841,0
champ_dusk_bat|enemy_stormhawk@3,enemy_steam_engineer|enemy_steam_knight@2,cloudy,win,9600,332,0,0
champ_ember_salamander|enemy_hierarch@3,champ_snowpelt_cub@2|champ_tempest_eel@2,cloudy,draw,12058,1838,0,1
champ_aurion@2|enemy_levyman,champ_dawnwisp@2|enemy_steam_knight,cloudy,win,8666,2062,0,0
champ_goldhide_rhino@3|enemy_stone_warden@2,enemy_frost_sovereign|enemy_lord_commander@3,cloudy,draw,12081,2952,0,1
champ_goldcrest_lark@2|enemy_cannoneer@3,champ_snowpelt_cub|enemy_stretcher_hand,cloudy,win,3934,4432,0,0
champ_aegis_tortoise@2|enemy_blight_lurker@3,champ_duskstep_marten|champ_marsh_thrush,cloudy,win,7634,4494,0,0
enemy_arcanist@2|enemy_company_guard,enemy_cold_iron_yeti|enemy_field_medic@3,cloudy,draw,12000,1773,0,1
champ_iceclaw_lynx@2|enemy_grand_marshal,champ_mournhollow@2|champ_thunderhoof_colt@2,cloudy,win,6199,2028,0,0
champ_frostplate_tortoise@3|champ_snowpelt_cub@2,champ_marsh_thrush@2|enemy_capture_rig_wolf@2,cloudy,win,10116,2352,0,0
champ_mirewarden_toad|champ_tempest_eel@2,champ_spectral_heron@2|enemy_field_chaplain@3,cloudy,loss,10608,0,2524,0
champ_dusk_bat@3|champ_phantom_lynx,enemy_levyman@2|enemy_quarried_behemoth@3,cloudy,loss,7238,0,8682,0
champ_sunmane_lion|enemy_caged_banshee@2,champ_thunderclap_gorilla@3|enemy_drowned_siren@2,cloudy,loss,6199,0,3979,0
champ_spectral_heron|enemy_powder_sapper,enemy_quarried_behemoth@3|enemy_riflemaster@2,cloudy,loss,4476,0,8514,0
champ_grovekeeper_tapir@3|enemy_company_guard,enemy_dredge_hulk@2|enemy_iron_maiden@2,cloudy,draw,12119,0,0,1
enemy_company_guard|enemy_veil_lord@3,enemy_maw_of_the_drowned@3|enemy_stone_warden@3,cloudy,loss,9401,0,11225,0
champ_dawnwisp@2|champ_dusk_bat@3,champ_duskstep_marten@2|champ_veilfang_wolf@2,cloudy,loss,11578,0,2518,0
champ_granite_gorilla@2|enemy_stormhawk@2,champ_torrent_heron|enemy_steam_engineer,cloudy,win,4800,3095,0,0
champ_coppercrest_stork@3|enemy_shroud_killer@3,champ_fogveil_moth@3|enemy_company_captain@2,cloudy,win,7073,3481,0,0
champ_aerion@2|champ_ember_salamander@2,champ_veilfang_wolf@3|enemy_field_chaplain,cloudy,loss,7200,0,3351,0
enemy_frost_sovereign@2|enemy_quarry_crawler@3,enemy_heavy_knight@3|enemy_iron_collared_hound@2,cloudy,win,9985,2615,0,0
enemy_inquisitor|enemy_pikeman@2,enemy_quarry_crawler@2|enemy_stone_warden,cloudy,loss,7200,0,3416,0
champ_aerion@2|enemy_storm_tyrant@3,enemy_iron_collared_hound|enemy_steam_knight@2,cloudy,win,3600,6323,0,0
champ_snowpelt_cub@3|champ_veilfang_wolf@2,champ_sunmane_lion|enemy_caged_storm_drake@2,cloudy,win,8069,2237,0,0
champ_torrent_heron@2|enemy_shaftmaw@2,enemy_crossbow_levy@3|enemy_levyman@3,cloudy,loss,5743,0,3067,0
champ_iceclaw_lynx@3|champ_thunderclap_gorilla@2,champ_sparkfly@3|enemy_battlemage,cloudy,win,5939,4096,0,0
champ_ember_salamander@2|enemy_iron_maiden@3,champ_permafrost_walrus@2|enemy_hexblade_officer@2,cloudy,win,6606,5208,0,0
champ_dusk_bat@3|champ_iceclaw_lynx@3,champ_fogveil_moth@3|enemy_hexblade_officer@3,cloudy,draw,12079,0,56,1
champ_nightglass_mantis@3|enemy_stormhawk,champ_storm_eagle@2|champ_veilfang_wolf@3,cloudy,draw,12000,221,0,1
champ_eclipse_jaguar@3|champ_wraithorn_stag@2,champ_granite_gorilla@2|champ_sunmane_lion,cloudy,win,7909,3279,0,0
champ_lostlight_wisp@2|champ_storm_eagle@3,enemy_drained_stalker@2|enemy_maw_of_the_drowned,cloudy,win,4800,3825,0,0
champ_iceclaw_lynx@2|enemy_maw_of_the_drowned@2,champ_sunspear_falcon@2|champ_thunderclap_gorilla,cloudy,loss,8969,0,678,0
champ_sunmane_lion|enemy_hexblade_officer,enemy_spymaster|enemy_thunder_bull,cloudy,loss,6564,0,848,0
champ_geode_beetle|enemy_pikeman,enemy_field_chaplain|enemy_signal_drummer,cloudy,draw,12039,363,0,1
champ_aegis_tortoise@2|champ_voltscale_mamba@3,champ_granite_gorilla|enemy_spymaster@3,cloudy,loss,7200,0,3144,0
champ_ember_salamander@3|enemy_thunder_bull@3,champ_hollow_elk@2|enemy_lord_commander,cloudy,win,5897,4211,0,0
champ_coppercrest_stork|enemy_battlemage,enemy_maw_of_the_drowned|enemy_quarry_crawler@2,cloudy,loss,5115,0,1915,0
champ_glacierback_mammoth|champ_glade_heron@3,champ_granite_gorilla@3|champ_sunmane_lion,cloudy,win,9363,4130,0,0
champ_nightglass_mantis@3|champ_wintermoth@2,champ_pebbleback_pangolin@3|enemy_sergeant_at_arms,cloudy,win,9600,2481,0,0
champ_dawnwisp@3|champ_frostplate_tortoise@3,champ_spectral_heron@3|enemy_grand_marshal@2,cloudy,loss,7949,0,4973,0
champ_geode_beetle@3|enemy_storm_tyrant,champ_torrent_heron|enemy_maw_of_the_drowned@2,cloudy,loss,10800,0,282,0
champ_coral_colossus@2|champ_tempest_eel,enemy_company_guard|enemy_spymaster,cloudy,win,10392,946,0,0
champ_geode_beetle@2|enemy_arcanist@2,enemy_capture_rig_wolf@2|enemy_picket@2,cloudy,win,4647,2052,0,0
champ_aerion@2|champ_glade_heron,enemy_company_guard@3|enemy_picket@3,cloudy,loss,9999,0,2948,0
champ_mournhollow@3|enemy_cannoneer,champ_tempest_eel@2|champ_voltscale_mamba,cloudy,win,3600,4887,0,0
champ_coral_colossus|champ_goldhide_rhino@3,champ_hollow_elk|enemy_conscript@2,cloudy,win,8411,7232,0,0
champ_iceclaw_lynx@2|enemy_shroud_killer@3,champ_lostlight_wisp@3|champ_snowpelt_cub@2,cloudy,win,6000,3403,0,0
champ_boulderhide_skink@3|champ_voltscale_mamba@2,champ_glade_heron@3|champ_storm_eagle@2,cloudy,loss,3686,0,4182,0
champ_coppercrest_stork@2|enemy_brineblight_berserker,champ_phantom_lynx@3|enemy_flood_tyrant,cloudy,loss,4800,0,2757,0
champ_spectral_heron@2|enemy_stormhawk,champ_voltscale_mamba@3|enemy_cold_iron_yeti,cloudy,win,7200,183,0,0
champ_nightglass_mantis|enemy_field_chaplain@2,champ_umbra|champ_wraithorn_stag@3,cloudy,loss,6410,0,3327,0
champ_glacierback_mammoth@2|enemy_voltaic_diviner@3,champ_lostlight_wisp|champ_sunmane_lion@2,cloudy,win,7200,3904,0,0
champ_coppercrest_stork@3|enemy_archmagus_imperator,champ_umbra@2|enemy_avalanche_engine,cloudy,loss,11404,0,1467,0
champ_coppercrest_stork@2|champ_sunmane_lion,champ_mirage_caracal@2|enemy_quarry_crawler,cloudy,loss,6000,0,1239,0
champ_glacierback_mammoth@2|enemy_riflemaster@3,champ_wintermoth@3|enemy_crossbow_levy,cloudy,win,5589,5576,0,0
champ_pebbleback_pangolin@3|enemy_sundered_lord@2,champ_spectral_heron@2|enemy_storm_tyrant@3,cloudy,loss,9898,0,3970,0
enemy_hollowed_wisp@3|enemy_iron_maiden@3,enemy_stormhawk@2|enemy_thunder_bull,cloudy,win,4800,7064,0,0
champ_eclipse_jaguar@3|champ_tempest_eel@2,champ_wraithorn_stag@3|enemy_standard_bearer@2,cloudy,win,8492,2121,0,0
champ_glade_heron@3|enemy_brineblight_berserker@3,champ_mournhollow@2|enemy_quarried_behemoth@2,cloudy,win,6501,4906,0,0
champ_veilfang_wolf@2|enemy_crossbow_levy@2,enemy_hierarch|enemy_sergeant_at_arms@2,cloudy,win,7200,2198,0,0
champ_thunderhoof_colt@2|enemy_maw_of_the_drowned@2,enemy_cannoneer@3|enemy_veil_lord@3,cloudy,loss,4432,0,7048,0
champ_eclipse_jaguar@3|enemy_conscript@2,champ_nerei@2|enemy_avalanche_engine,cloudy,win,9657,774,0,0
enemy_cannoneer|enemy_hexblade_officer@3,enemy_iron_maiden@2|enemy_stretcher_hand@3,cloudy,win,10359,2713,0,0
champ_torrent_heron@2|enemy_powder_sapper,enemy_capture_rig_wolf|enemy_lord_commander@2,cloudy,loss,5012,0,1078,0
champ_goldhide_rhino|enemy_storm_tyrant,champ_torrent_heron|enemy_hexblade_officer@2,cloudy,win,7200,1487,0,0
champ_marsh_thrush@3|enemy_flood_tyrant@3,champ_permafrost_walrus@2|enemy_hierarch,cloudy,win,4672,6287,0,0
champ_veilfang_wolf@2|enemy_signal_drummer@2,champ_voltscale_mamba@2|enemy_storm_tyrant@2,cloudy,win,9600,478,0,0
champ_veldt_pronghorn@3|enemy_field_medic@2,enemy_drained_stalker@2|enemy_stretcher_hand,cloudy,win,6000,1938,0,0
champ_aegis_tortoise|champ_torrent_heron@3,champ_pebbleback_pangolin@3|champ_thunderclap_gorilla@3,cloudy,loss,6000,0,5190,0
champ_boulderhide_skink|champ_hollow_elk,champ_nerei@3|champ_reedbank_otter@2,cloudy,loss,3891,0,4811,0
champ_will_o_fawn|enemy_shroud_killer@3,enemy_spymaster|enemy_storm_tyrant,cloudy,win,4359,1626,0,0
champ_umbra@3|enemy_storm_tyrant@3,champ_voltmane_jackal@3|enemy_capture_rig_wolf@3,cloudy,win,7200,6962,0,0
champ_goldhide_rhino@3|champ_mournhollow@3,enemy_company_captain@3|enemy_storm_tyrant@2,cloudy,win,8468,9158,0,0
champ_aegis_tortoise|enemy_crossbow_levy@2,champ_coral_colossus@2|champ_springfrog@2,cloudy,draw,12042,0,1208,1
champ_marshghast_boar@3|enemy_shroud_killer,enemy_blight_lurker@3|enemy_stretcher_hand@2,cloudy,draw,12133,91,0,1
champ_hollow_elk|champ_sparkfly@2,enemy_cannoneer|enemy_gunslinger@2,cloudy,loss,5743,0,1961,0
champ_mirage_caracal|enemy_veil_lord@3,champ_phantom_lynx@2|enemy_company_guard@2,cloudy,win,4800,4697,0,0
enemy_field_medic|enemy_storm_tyrant@3,enemy_iron_collared_hound@2|enemy_picket@2,cloudy,win,4195,4693,0,0
enemy_conscript@2|enemy_quarried_behemoth@3,enemy_sergeant_at_arms@2|enemy_steam_knight@3,cloudy,win,11905,4086,0,0
champ_frostplate_tortoise@3|champ_snowpelt_cub,champ_umbra@3|enemy_stormhawk@3,cloudy,loss,9657,0,5161,0
champ_ember_salamander@2|enemy_drowned_siren@3,enemy_cold_iron_yeti@3|enemy_slag_sentinel@2,cloudy,loss,7200,0,4070,0
champ_veldt_pronghorn|enemy_riflemaster@2,enemy_drained_stalker@2|enemy_shaftmaw@2,cloudy,win,6102,1010,0,0
champ_spectral_heron|enemy_spymaster@3,champ_tempest_eel|enemy_hollowed_wisp@3,cloudy,win,4800,3192,0,0
champ_coral_colossus@3|champ_sparkfly@3,enemy_frost_sovereign|enemy_shaftmaw,cloudy,win,9514,4439,0,0
champ_frostfang_wolverine@2|enemy_stone_warden@2,champ_thunderclap_gorilla@2|enemy_hierarch@3,cloudy,draw,12013,3646,0,1
champ_nerei|enemy_quarried_behemoth,enemy_brineblight_berserker@2|enemy_veil_lord@3,cloudy,loss,10207,0,3498,0
champ_aegis_tortoise@3|champ_glacierback_mammoth,enemy_steam_knight@3|enemy_thunder_bull@2,cloudy,draw,12018,0,2115,1
champ_fogveil_moth|enemy_drained_stalker,champ_snowpelt_cub|champ_thunderclap_gorilla@3,cloudy,loss,5776,0,4400,0
champ_dawnwisp@2|enemy_picket,enemy_field_medic|enemy_hollowed_wisp@2,cloudy,draw,12034,0,0,1
champ_duskstep_marten@3|enemy_cold_iron_yeti@3,champ_voltscale_mamba@2|enemy_capture_rig_wolf@2,cloudy,win,4800,6572,0,0
champ_lostlight_wisp|enemy_frost_sovereign,champ_storm_eagle|enemy_dredge_hulk@3,cloudy,loss,7349,0,6296,0
champ_goldcrest_lark@3|champ_spectral_heron@2,champ_granite_gorilla@3|enemy_drowned_siren@3,cloudy,draw,12068,0,3177,1
champ_sunspear_falcon@2|champ_will_o_fawn,champ_veldt_pronghorn@2|enemy_levyman,cloudy,win,6000,1760,0,0
champ_iceclaw_lynx|champ_permafrost_walrus@2,enemy_brineblight_berserker@2|enemy_veil_lord@2,cloudy,loss,5910,0,1896,0
enemy_company_guard@3|enemy_hexblade_officer,enemy_dredge_hulk|enemy_lord_commander@2,cloudy,draw,12052,0,1457,1
champ_fogveil_moth@3|champ_grovekeeper_tapir@2,champ_hollow_elk@3|champ_riptide_caiman@2,cloudy,loss,9044,0,4319,0
champ_duskstep_marten@2|enemy_cold_iron_yeti@3,enemy_field_medic@2|enemy_levyman@2,cloudy,win,7200,5299,0,0
champ_permafrost_walrus|champ_voltmane_jackal@3,champ_will_o_fawn@2|enemy_drowned_siren@2,cloudy,win,3600,3409,0,0
champ_aerion|enemy_frost_sovereign@2,champ_thunderhoof_colt@3|enemy_arcanist,cloudy,loss,9291,0,321,0
enemy_caged_banshee@2|enemy_company_captain@2,enemy_iron_maiden@3|enemy_lord_commander,cloudy,loss,6889,0,6668,0
champ_snowpelt_cub@3|champ_sunspear_falcon@3,enemy_glacier_goliath@3|enemy_signal_drummer@3,cloudy,draw,12026,3602,0,1
champ_pebbleback_pangolin|enemy_company_captain@3,enemy_caged_banshee@2|enemy_quarry_crawler@3,cloudy,loss,9187,0,2600,0
champ_boulderhide_skink@2|champ_frostfang_wolverine,enemy_pikeman|enemy_storm_tyrant,cloudy,loss,5658,0,743,0
champ_phantom_lynx@2|enemy_riven_frost_wyrm@3,champ_sunspear_falcon@2|enemy_grand_marshal,cloudy,win,7200,2120,0,0
champ_boulderhide_skink@2|enemy_iron_maiden,enemy_caged_storm_drake|enemy_riflemaster,cloudy,win,7200,1185,0,0
champ_will_o_fawn@2|enemy_stormhawk,enemy_capture_rig_wolf|enemy_stretcher_hand@3,cloudy,loss,8130,0,1360,0
champ_dawnwisp@2|champ_mirewarden_toad,champ_storm_eagle@2|enemy_blight_lurker@3,cloudy,loss,7200,0,5391,0
champ_springfrog@3|enemy_avalanche_engine@3,enemy_field_medic@2|enemy_voltaic_diviner@2,cloudy,win,4144,2982,0,0
champ_dawnwisp@3|champ_wraithorn_stag@3,champ_reedbank_otter|enemy_steam_engineer@3,cloudy,win,6000,4096,0,0
champ_glade_heron@2|enemy_stormhawk,champ_phantom_lynx|enemy_pikeman,cloudy,win,4852,1549,0,0
champ_boulderhide_skink@3|enemy_caged_banshee@2,enemy_crossbow_levy@2|enemy_glacier_goliath@3,cloudy,loss,10912,0,2138,0
champ_borealis@2|enemy_veil_lord@3,enemy_blight_lurker@3|enemy_quarried_behemoth,cloudy,draw,12077,2633,0,1
champ_cliffeyrie_eagle|champ_coppercrest_stork@3,champ_eclipse_jaguar@3|enemy_steam_knight,cloudy,loss,7994,0,1981,0
champ_ember_salamander@3|enemy_riflemaster,champ_nerei@3|enemy_caged_storm_drake@3,cloudy,loss,3891,0,7428,0
champ_springfrog|enemy_company_captain@3,champ_tempest_eel@2|enemy_blight_lurker@3,cloudy,loss,9333,0,3792,0
champ_goldhide_rhino@3|enemy_signal_drummer,champ_marsh_thrush|enemy_field_medic@3,cloudy,draw,12082,3926,0,1
champ_borealis@2|enemy_signal_drummer,champ_nightglass_mantis|champ_spectral_heron,cloudy,win,8172,733,0,0
champ_grovekeeper_tapir|enemy_field_chaplain@3,enemy_conscript|enemy_standard_bearer@3,cloudy,draw,12059,293,0,1
champ_borealis|enemy_levyman,champ_fogveil_moth@3|enemy_flood_tyrant,cloudy,loss,11284,0,1673,0
champ_eclipse_jaguar@3|enemy_hexblade_officer@2,champ_wintermoth|enemy_steam_engineer@2,cloudy,win,3832,4445,0,0
champ_geode_beetle@2|champ_sparkfly@2,enemy_slag_sentinel|enemy_thunder_bull@3,cloudy,loss,6298,0,3897,0
enemy_archmagus_imperator@3|enemy_conscript@3,enemy_field_chaplain@2|enemy_spymaster@2,cloudy,win,4666,4622,0,0
champ_goldhide_rhino@2|enemy_flood_tyrant@3,champ_iceclaw_lynx|champ_snowpelt_cub@3,cloudy,win,10163,4861,0,0
champ_boulderhide_skink@2|enemy_quarried_behemoth@3,champ_glacierback_mammoth@2|champ_veilfang_wolf,cloudy,win,9600,7035,0,0
champ_iceclaw_lynx|enemy_crossbow_levy,champ_mirage_caracal|enemy_inquisitor,cloudy,loss,6148,0,832,0
champ_veilfang_wolf|enemy_quarried_behemoth,enemy_blight_lurker|enemy_stretcher_hand@2,cloudy,win,9294,3180,0,0
enemy_battlemage|enemy_stone_warden@3,enemy_conscript|enemy_iron_collared_hound@3,cloudy,win,7428,8028,0,0
champ_glade_heron@2|champ_lostlight_wisp@3,champ_marsh_thrush@2|enemy_sergeant_at_arms@2,cloudy,win,11131,2123,0,0
champ_storm_eagle|champ_wintermoth,champ_tempest_eel@3|enemy_riflemaster@3,cloudy,loss,3025,0,3922,0
champ_sparkfly@2|enemy_field_medic,champ_tempest_eel@2|enemy_dredge_hulk@3,cloudy,loss,4482,0,6860,0
champ_sunspear_falcon|enemy_steam_knight,enemy_iron_maiden@3|enemy_shroud_killer,cloudy,loss,8135,0,4699,0
champ_frostfang_wolverine@3|champ_sparkfly@3,champ_sunmane_lion@3|champ_voltmane_jackal,cloudy,win,6911,1105,0,0
champ_aurion|enemy_company_captain@3,champ_glacierback_mammoth|enemy_grand_marshal@2,cloudy,loss,7200,0,1492,0
enemy_blight_lurker@3|enemy_stormhawk,enemy_powder_sapper|enemy_shaftmaw,cloudy,win,4800,3728,0,0
champ_aerion@3|enemy_maw_of_the_drowned@3,champ_tempest_eel|enemy_voltaic_diviner@3,cloudy,win,3600,6997,0,0
champ_coral_colossus|champ_wraithorn_stag,champ_goldcrest_lark@2|enemy_pikeman@2,cloudy,win,9731,1942,0,0
champ_boulderhide_skink@3|champ_will_o_fawn@2,champ_voltmane_jackal@2|enemy_gunslinger@2,cloudy,win,6496,62,0,0
champ_torrent_heron@2|enemy_veil_lord@3,enemy_riven_frost_wyrm@2|enemy_sundered_lord@3,cloudy,loss,10918,0,876,0
champ_frostfang_wolverine@2|champ_sparkfly,champ_mournhollow@2|enemy_hollowed_wisp,cloudy,win,7130,155,0,0
champ_mirewarden_toad|enemy_grand_marshal,champ_permafrost_walrus|enemy_arcanist@2,cloudy,loss,7200,0,205,0
enemy_crossbow_levy@2|enemy_riflemaster,enemy_field_medic@2|enemy_glacier_goliath@2,cloudy,loss,10638,0,1216,0
champ_voltscale_mamba@2|enemy_arcanist,enemy_company_guard@2|enemy_lord_commander@3,cloudy,loss,4545,0,4313,0
champ_tempest_eel|enemy_reaver_of_the_reach@2,enemy_inquisitor@2|enemy_riflemaster@3,cloudy,loss,4564,0,2959,0
champ_phantom_lynx@3|enemy_capture_rig_wolf,champ_sparkfly@2|enemy_veil_lord,cloudy,win,7200,755,0,0
champ_sunspear_falcon|champ_umbra,enemy_drowned_siren@2|enemy_voltaic_diviner@3,cloudy,win,6000,1436,0,0
champ_sparkfly|enemy_maw_of_the_drowned@3,enemy_capture_rig_wolf@2|enemy_grand_marshal@2,cloudy,win,9401,67,0,0
enemy_frost_sovereign|enemy_thunder_bull@3,enemy_grand_marshal@3|enemy_steam_engineer,cloudy,loss,8006,0,2731,0
champ_umbra|enemy_storm_tyrant,enemy_avalanche_engine@3|enemy_quarry_crawler,cloudy,loss,8400,0,335,0
